01,穀類,01,農產,59454,1
01,穀類,02,畜產,265987,1
01,穀類,09,屠宰生肉及副產,971,1
01,穀類,10,其他加工食品,7539465,1
01,穀類,11,飲料,77965,1
01,穀類,17,紙漿、紙及紙製品,16724,1
01,穀類,21,石油化工原料,417,1
01,穀類,22,其他化學材料,19,1
01,穀類,23,化學製品,2701,1
01,穀類,24,醫療藥品,4221,1
01,穀類,54,空中運輸,2,1
01,穀類,56,住宿及餐飲,136741,1
01,穀類,57,傳播服務,70,1
01,穀類,62,專業、科學及技術服務,993,1
01,穀類,64,公共行政服務,367,1
01,穀類,67,藝術、娛樂及休閒服務,139,1
02,根莖類,01,農產,4709,1
02,根莖類,02,畜產,52982,1
02,根莖類,04,漁產,27,1
02,根莖類,10,其他加工食品,8384,1
02,根莖類,11,飲料,6,1
02,根莖類,49,營建工程,45,1
02,根莖類,56,住宿及餐飲,65867,1
02,根莖類,63,支援服務,7,1
02,根莖類,64,公共行政服務,1142,1
02,根莖類,65,教育訓練服務,27,1
02,根莖類,68,其他服務,168,1
03,糖料類,01,農產,77661,1
03,糖料類,02,畜產,10154,1
03,糖料類,09,屠宰生肉及副產,8,1
03,糖料類,10,其他加工食品,980079,1
03,糖料類,11,飲料,89765,1
03,糖料類,23,化學製品,79,1
03,糖料類,24,醫療藥品,635,1
03,糖料類,56,住宿及餐飲,19267,1
03,糖料類,62,專業、科學及技術服務,2648,1
03,糖料類,64,公共行政服務,1669,1
04,豆類,01,農產,6294,1
04,豆類,02,畜產,54,1
04,豆類,10,其他加工食品,24265,1
04,豆類,11,飲料,199,1
04,豆類,17,紙漿、紙及紙製品,31,1
04,豆類,21,石油化工原料,1428,1
04,豆類,22,其他化學材料,3,1
04,豆類,56,住宿及餐飲,14014,1
04,豆類,57,傳播服務,38,1
04,豆類,62,專業、科學及技術服務,1208,1
04,豆類,64,公共行政服務,77,1
05,堅果類,01,農產,99,1
05,堅果類,02,畜產,156,1
05,堅果類,10,其他加工食品,3275,1
05,堅果類,11,飲料,1773,1
05,堅果類,56,住宿及餐飲,552,1
06,油料,01,農產,5774,1
06,油料,02,畜產,12902,1
06,油料,09,屠宰生肉及副產,4544,1
06,油料,10,其他加工食品,2781031,1
06,油料,11,飲料,8537,1
06,油料,17,紙漿、紙及紙製品,73,1
06,油料,21,石油化工原料,160,1
06,油料,22,其他化學材料,14,1
06,油料,23,化學製品,16,1
06,油料,24,醫療藥品,1727,1
06,油料,42,其他製品及機械修配,21874,1
06,油料,43,電力及蒸汽,32,1
06,油料,56,住宿及餐飲,93648,1
06,油料,62,專業、科學及技術服務,22,1
06,油料,64,公共行政服務,6,1
07,蔬菜,01,農產,823,1
07,蔬菜,02,畜產,1302,1
07,蔬菜,10,其他加工食品,171589,1
07,蔬菜,11,飲料,16874,1
07,蔬菜,56,住宿及餐飲,256481,1
07,蔬菜,57,傳播服務,219,1
07,蔬菜,62,專業、科學及技術服務,31,1
07,蔬菜,63,支援服務,1459,1
07,蔬菜,64,公共行政服務,7864,1
07,蔬菜,66,醫療保健及社會工作服務,282,1
07,蔬菜,68,其他服務,438,1
08,水果,01,農產,319,1
08,水果,02,畜產,505,1
08,水果,10,其他加工食品,9446,1
08,水果,11,飲料,17887,1
08,水果,56,住宿及餐飲,1683603,1
08,水果,57,傳播服務,2404,1
08,水果,64,公共行政服務,2401,1
08,水果,65,教育訓練服務,4408,1
08,水果,68,其他服務,801,1
09,纖維,01,農產,402,1
09,纖維,02,畜產,462,1
09,纖維,10,其他加工食品,1203,1
09,纖維,11,飲料,232,1
09,纖維,13,紡織品,2872,1
09,纖維,14,成衣及服飾品,730,1
09,纖維,15,皮革、毛皮及其製品,2,1
09,纖維,16,木材及其製品,4309,1
09,纖維,24,醫療藥品,74,1
09,纖維,25,橡膠製品,1,1
09,纖維,26,塑膠製品,1,1
09,纖維,29,鋼鐵,4,1
09,纖維,35,電腦、電子及光學產品,15,1
09,纖維,36,輸配電,1,1
09,纖維,39,汽車及其零件,1,1
09,纖維,41,家具,403,1
09,纖維,42,其他製品及機械修配,98,1
09,纖維,49,營建工程,1867,1
09,纖維,62,專業、科學及技術服務,1,1
09,纖維,68,其他服務,1,1
10,其他作物(除飼料作物),01,農產,719349,1
10,其他作物(除飼料作物),02,畜產,482372,1
10,其他作物(除飼料作物),04,漁產,320,1
10,其他作物(除飼料作物),09,屠宰生肉及副產,12,1
10,其他作物(除飼料作物),10,其他加工食品,132345,1
10,其他作物(除飼料作物),11,飲料,10099,1
10,其他作物(除飼料作物),12,菸,12490,1
10,其他作物(除飼料作物),23,化學製品,7,1
10,其他作物(除飼料作物),24,醫療藥品,2310,1
10,其他作物(除飼料作物),29,鋼鐵,2,1
10,其他作物(除飼料作物),49,營建工程,4050,1
10,其他作物(除飼料作物),50,批發及零售,2,1
10,其他作物(除飼料作物),54,空中運輸,1,1
10,其他作物(除飼料作物),56,住宿及餐飲,59111,1
